"cs_high [mm]","dis [mm]","Freq [GHz]","dB(S(1,1)) []","ang_deg(S(1,1)) [deg]"
18,-10,2.898,-0.00895638741227419,-108.906491793748
18,-10,2.899,-0.00895900000939123,-108.944241350007
18,-10,2.9,-0.00896161276344185,-108.981991027796
18,-10,2.901,-0.00896422567418195,-109.019740827066
18,-10,2.902,-0.00896683874137421,-109.05749074777
18,-10,2.903,-0.00896945196477744,-109.095240789859
18,-10,2.904,-0.00897206534415721,-109.132990953286
18,-10,2.905,-0.00897467887925977,-109.170741238002
18,-10,2.906,-0.00897729256985552,-109.208491643959
18,-10,2.907,-0.00897990641570231,-109.246242171109
18,-10,2.908,-0.00898252041655411,-109.283992819403
18,-10,2.909,-0.0089851345721707,-109.321743588793
18,-10,2.91,-0.00898774888230896,-109.35949447923
18,-10,2.911,-0.00899036334672672,-109.397245490666
18,-10,2.912,-0.0089929779651828,-109.434996623052
18,-10,2.913,-0.00899559273743118,-109.47274787634
18,-10,2.914,-0.00899820766322873,-109.51049925048
18,-10,2.915,-0.0090008227423304,-109.548250745425
18,-10,2.916,-0.00900343797449596,-109.586002361124
18,-10,2.917,-0.00900605335947843,-109.62375409753
18,-10,2.918,-0.00900866889703081,-109.661505954592
18,-10,2.919,-0.00901128458690709,-109.699257932263
18,-10,2.92,-0.00901390042886414,-109.737010030493
18,-10,2.921,-0.00901651642265497,-109.774762249232
18,-10,2.922,-0.00901913256803357,-109.812514588432
18,-10,2.923,-0.00902174886475294,-109.850267048043
18,-10,2.924,-0.00902436531256513,-109.888019628015
18,-10,2.925,-0.00902698191122123,-109.9257723283
18,-10,2.926,-0.00902959866048099,-109.963525148848
18,-10,2.927,-0.00903221556008778,-110.001278089609
18,-10,2.928,-0.00903483260979462,-110.039031150533
18,-10,2.929,-0.00903744980935451,-110.076784331571
18,-10,2.93,-0.00904006715851852,-110.114537632674
18,-10,2.931,-0.00904268465703775,-110.15229105379
18,-10,2.932,-0.00904530230465844,-110.190044594871
18,-10,2.933,-0.00904792010113456,-110.227798255867
18,-10,2.934,-0.00905053804621334,-110.265552036727
18,-10,2.935,-0.00905315613964681,-110.303305937401
18,-10,2.936,-0.00905577438117641,-110.341059957839
18,-10,2.937,-0.00905839277056093,-110.378814097991
18,-10,2.938,-0.00906101130753987,-110.416568357807
18,-10,2.939,-0.00906362999186816,-110.454322737236
18,-10,2.94,-0.00906624882328723,-110.492077236228
18,-10,2.941,-0.00906886780154718,-110.529831854733
18,-10,2.942,-0.00907148692639428,-110.567586592699
18,-10,2.943,-0.00907410619757186,-110.605341450077
18,-10,2.944,-0.00907672561483487,-110.643096426816
18,-10,2.945,-0.00907934517791894,-110.680851522865
18,-10,2.946,-0.00908196488657901,-110.718606738173
18,-10,2.947,-0.0090845847405507,-110.756362072689
18,-10,2.948,-0.00908720473958508,-110.794117526363
18,-10,2.949,-0.00908982488342262,-110.831873099143
18,-10,2.95,-0.00909244517181246,-110.869628790979
18,-10,2.951,-0.00909506560449504,-110.90738460182
18,-10,2.952,-0.00909768618121373,-110.945140531613
18,-10,2.953,-0.00910030690171476,-110.982896580309
18,-10,2.954,-0.00910292776573377,-111.020652747856
18,-10,2.955,-0.00910554877302376,-111.058409034202
18,-10,2.956,-0.00910816992331745,-111.096165439295
18,-10,2.957,-0.0091107912163611,-111.133921963086
18,-10,2.958,-0.00911341265189515,-111.171678605522
18,-10,2.959,-0.00911603422966199,-111.209435366551
18,-10,2.96,-0.009118655949404,-111.247192246122
18,-10,2.961,-0.00912127781085874,-111.284949244183
18,-10,2.962,-0.00912389981376279,-111.322706360682
18,-10,2.963,-0.00912652195786531,-111.360463595568
18,-10,2.964,-0.00912914424289804,-111.398220948789
18,-10,2.965,-0.00913176666860143,-111.435978420292
18,-10,2.966,-0.00913438923471981,-111.473736010025
18,-10,2.967,-0.0091370119409859,-111.511493717938
18,-10,2.968,-0.00913963478714111,-111.549251543976
18,-10,2.969,-0.0091422577729201,-111.587009488089
18,-10,2.97,-0.00914488089806332,-111.624767550224
18,-10,2.971,-0.00914750416230735,-111.662525730328
18,-10,2.972,-0.00915012756538879,-111.700284028349
18,-10,2.973,-0.00915275110704421,-111.738042444235
18,-10,2.974,-0.00915537478700732,-111.775800977934
18,-10,2.975,-0.00915799860502144,-111.813559629391
18,-10,2.976,-0.00916062256081739,-111.851318398556
18,-10,2.977,-0.00916324665412884,-111.889077285375
18,-10,2.978,-0.00916587088469238,-111.926836289796
18,-10,2.979,-0.0091684952522446,-111.964595411765
18,-10,2.98,-0.00917111975651628,-112.00235465123
18,-10,2.981,-0.00917374439724499,-112.040114008137
18,-10,2.982,-0.0091763691741615,-112.077873482435
18,-10,2.983,-0.0091789940870024,-112.115633074069
18,-10,2.984,-0.00918161913549656,-112.153392782987
18,-10,2.985,-0.00918424431938055,-112.191152609135
18,-10,2.986,-0.00918686963838228,-112.22891255246
18,-10,2.987,-0.00918949509223928,-112.266672612909
18,-10,2.988,-0.00919212068068235,-112.304432790428
18,-10,2.989,-0.00919474640343841,-112.342193084964
18,-10,2.99,-0.00919737226024309,-112.379953496464
18,-10,2.991,-0.00919999825082427,-112.417714024873
18,-10,2.992,-0.00920262437491564,-112.455474670139
18,-10,2.993,-0.00920525063224412,-112.493235432207
18,-10,2.994,-0.00920787702254341,-112.530996311024
18,-10,2.995,-0.00921050354553752,-112.568757306536
18,-10,2.996,-0.00921313020096208,-112.606518418689
18,-10,2.997,-0.00921575698854015,-112.644279647429
18,-10,2.998,-0.00921838390800637,-112.682040992702
18,-10,2.999,-0.00922101095908092,-112.719802454455
18,-10,3,-0.0092236381414994,-112.757564032632
18,-10,3.001,-0.00922626545498488,-112.79532572718
18,-10,3.002,-0.00922889289926622,-112.833087538044
18,-10,3.003,-0.00923152047407323,-112.870849465171
18,-10,3.004,-0.00923414817912607,-112.908611508506
18,-10,3.005,-0.00923677601415651,-112.946373667993
18,-10,3.006,-0.00923940397888952,-112.98413594358
18,-10,3.007,-0.00924203207305011,-113.021898335211
18,-10,3.008,-0.0092446602963623,-113.059660842832
18,-10,3.009,-0.00924728864855397,-113.097423466388
18,-10,3.01,-0.00924991712934722,-113.135186205825
18,-10,3.011,-0.009252545738468,-113.172949061087
18,-10,3.012,-0.00925517447564325,-113.210712032119
18,-10,3.013,-0.00925780334058925,-113.248475118867
18,-10,3.014,-0.00926043233303968,-113.286238321276
18,-10,3.015,-0.00926306145270795,-113.324001639291
18,-10,3.016,-0.00926569069932484,-113.361765072857
18,-10,3.017,-0.00926832007260666,-113.399528621918
18,-10,3.018,-0.00927094957228031,-113.437292286419
18,-10,3.019,-0.009273579198065,-113.475056066305
18,-10,3.02,-0.00927620894968474,-113.512819961521
18,-10,3.021,-0.00927883882685777,-113.550583972011
18,-10,3.022,-0.00928146882930714,-113.58834809772
18,-10,3.023,-0.00928409895675204,-113.626112338592
18,-10,3.024,-0.00928672920891651,-113.663876694571
18,-10,3.025,-0.00928935958551682,-113.701641165603
18,-10,3.026,-0.00929199008627315,-113.739405751631
18,-10,3.027,-0.00929462071091048,-113.777170452599
18,-10,3.028,-0.00929725145913641,-113.814935268453
18,-10,3.029,-0.00929988233068076,-113.852700199134
18,-10,3.03,-0.00930251332525982,-113.890465244589
18,-10,3.031,-0.00930514444258796,-113.928230404761
18,-10,3.032,-0.0093077756823834,-113.965995679593
18,-10,3.033,-0.00931040704436823,-114.003761069031
18,-10,3.034,-0.00931303852825778,-114.041526573016
18,-10,3.035,-0.00931567013376641,-114.079292191494
18,-10,3.036,-0.00931830186061331,-114.117057924408
18,-10,3.037,-0.00932093370851381,-114.154823771701
18,-10,3.038,-0.00932356567718711,-114.192589733317
18,-10,3.039,-0.00932619776634176,-114.2303558092
18,-10,3.04,-0.00932882997570468,-114.268121999293
18,-10,3.041,-0.00933146230497961,-114.305888303539
18,-10,3.042,-0.00933409475388671,-114.343654721883
18,-10,3.043,-0.00933672732213841,-114.381421254266
18,-10,3.044,-0.00933936000945099,-114.419187900632
18,-10,3.045,-0.00934199281553881,-114.456954660925
18,-10,3.046,-0.00934462574011335,-114.494721535087
18,-10,3.047,-0.00934725878288992,-114.532488523062
18,-10,3.048,-0.00934989194357903,-114.570255624793
18,-10,3.049,-0.00935252522189598,-114.608022840221
18,-10,3.05,-0.00935515861755033,-114.645790169291
18,-10,3.051,-0.00935779213025835,-114.683557611945
18,-10,3.052,-0.00936042575972765,-114.721325168126
18,-10,3.053,-0.00936305950567258,-114.759092837776
18,-10,3.054,-0.00936569336780268,-114.796860620838
18,-10,3.055,-0.0093683273458265,-114.834628517255
18,-10,3.056,-0.00937096143946033,-114.872396526969
18,-10,3.057,-0.00937359564841081,-114.910164649922
18,-10,3.058,-0.00937622997238747,-114.947932886058
18,-10,3.059,-0.00937886441110369,-114.985701235317
18,-10,3.06,-0.00938149896426322,-115.023469697643
18,-10,3.061,-0.00938413363157943,-115.061238272978
18,-10,3.062,-0.00938676841275897,-115.099006961263
18,-10,3.063,-0.00938940330750942,-115.136775762441
18,-10,3.064,-0.00939203831554321,-115.174544676454
18,-10,3.065,-0.00939467343656311,-115.212313703244
18,-10,3.066,-0.00939730867028154,-115.250082842753
18,-10,3.067,-0.0093999440164003,-115.287852094922
18,-10,3.068,-0.00940257947462892,-115.325621459693
18,-10,3.069,-0.00940521504467596,-115.363390937009
18,-10,3.07,-0.00940785072624708,-115.40116052681
18,-10,3.071,-0.00941048651904505,-115.438930229039
18,-10,3.072,-0.00941312242277552,-115.476700043636
18,-10,3.073,-0.00941575843714996,-115.514469970544
18,-10,3.074,-0.00941839456186726,-115.552240009704
18,-10,3.075,-0.00942103079663406,-115.590010161056
18,-10,3.076,-0.00942366714115698,-115.627780424543
18,-10,3.077,-0.00942630359513975,-115.665550800106
18,-10,3.078,-0.00942894015828127,-115.703321287686
18,-10,3.079,-0.00943157683029202,-115.741091887223
18,-10,3.08,-0.00943421361086996,-115.77886259866
18,-10,3.081,-0.00943685049972169,-115.816633421937
18,-10,3.082,-0.00943948749654998,-115.854404356995
18,-10,3.083,-0.00944212460105374,-115.892175403775
18,-10,3.084,-0.00944476181293958,-115.929946562217
18,-10,3.085,-0.00944739913190351,-115.967717832263
18,-10,3.086,-0.00945003655765312,-116.005489213853
18,-10,3.087,-0.00945267408988538,-116.043260706929
18,-10,3.088,-0.00945531172830594,-116.081032311429
18,-10,3.089,-0.00945794947260984,-116.118804027296
18,-10,3.09,-0.00946058732249983,-116.156575854469
18,-10,3.091,-0.00946322527767483,-116.19434779289
18,-10,3.092,-0.00946586333783758,-116.232119842497
18,-10,3.093,-0.00946850150268505,-116.269892003233
18,-10,3.094,-0.00947113977191615,-116.307664275036
18,-10,3.095,-0.00947377814523265,-116.345436657847
18,-10,3.096,-0.0094764166223296,-116.383209151606
18,-10,3.097,-0.00947905520290589,-116.420981756254
18,-10,3.098,-0.00948169388666042,-116.45875447173
18,-10,3.099,-0.00948433267329305,-116.496527297974
18,-10,3.1,-0.00948697156249495,-116.534300234927
18,-10,3.101,-0.00948961055396983,-116.572073282527
18,-10,3.102,-0.00949224964740791,-116.609846440715
18,-10,3.103,-0.00949488884251388,-116.647619709431
18,-10,3.104,-0.009497528138976,-116.685393088614
18,-10,3.105,-0.00950016753649413,-116.723166578203
18,-10,3.106,-0.00950280703476523,-116.760940178139
18,-10,3.107,-0.00950544663347855,-116.798713888361
18,-10,3.108,-0.00950808633233491,-116.836487708808
18,-10,3.109,-0.00951072613102547,-116.87426163942
18,-10,3.11,-0.00951336602925201,-116.912035680136
18,-10,3.111,-0.0095160060266951,-116.949809830895
18,-10,3.112,-0.00951864612306231,-116.987584091636
18,-10,3.113,-0.009521286318039,-117.025358462299
18,-10,3.114,-0.00952392661132118,-117.063132942823
18,-10,3.115,-0.00952656700259905,-117.100907533146
18,-10,3.116,-0.0095292074915686,-117.138682233208
18,-10,3.117,-0.00953184807792292,-117.176457042947
18,-10,3.118,-0.00953448876134738,-117.214231962303
18,-10,3.119,-0.00953712954154378,-117.252006991215
18,-10,3.12,-0.00953977041819362,-117.28978212962
18,-10,3.121,-0.00954241139099579,-117.327557377458
18,-10,3.122,-0.00954505245963179,-117.365332734667
18,-10,3.123,-0.00954769362380631,-117.403108201186
18,-10,3.124,-0.00955033488319795,-117.440883776953
18,-10,3.125,-0.00955297623750465,-117.478659461908
18,-10,3.126,-0.00955561768640597,-117.516435255987
18,-10,3.127,-0.0095582592295979,-117.55421115913
18,-10,3.128,-0.00956090086677258,-117.591987171275
18,-10,3.129,-0.00956354259761246,-117.62976329236
18,-10,3.13,-0.00956618442181259,-117.667539522323
18,-10,3.131,-0.00956882633905252,-117.705315861103
18,-10,3.132,-0.00957146834903017,-117.743092308637
18,-10,3.133,-0.00957411045142224,-117.780868864863
18,-10,3.134,-0.00957675264592663,-117.81864552972
18,-10,3.135,-0.00957939493222291,-117.856422303145
18,-10,3.136,-0.00958203731000611,-117.894199185076
18,-10,3.137,-0.00958467977895096,-117.931976175451
18,-10,3.138,-0.00958732233875444,-117.969753274208
18,-10,3.139,-0.00958996498909513,-118.007530481283
18,-10,3.14,-0.00959260772966323,-118.045307796616
18,-10,3.141,-0.00959525056014313,-118.083085220143
18,-10,3.142,-0.00959789348021925,-118.120862751802
18,-10,3.143,-0.00960053648957596,-118.15864039153
18,-10,3.144,-0.00960317958789768,-118.196418139264
18,-10,3.145,-0.00960582277486977,-118.234195994943
18,-10,3.146,-0.00960846605017468,-118.271973958503
18,-10,3.147,-0.00961110941349875,-118.309752029881
18,-10,3.148,-0.00961375286451865,-118.347530209014
18,-10,3.149,-0.00961639640292553,-118.385308495841
18,-10,3.15,-0.00961904002840089,-118.423086890297
18,-10,3.151,-0.00962168374062333,-118.46086539232
18,-10,3.152,-0.00962432753927533,-118.498644001846
18,-10,3.153,-0.00962697142403836,-118.536422718813
18,-10,3.154,-0.0096296153946007,-118.574201543157
18,-10,3.155,-0.00963225945063514,-118.611980474815
18,-10,3.156,-0.00963490359182899,-118.649759513723
18,-10,3.157,-0.009637547817856,-118.687538659819
18,-10,3.158,-0.0096401921284054,-118.725317913039
18,-10,3.159,-0.0096428365231471,-118.76309727332
18,-10,3.16,-0.00964548100177032,-118.800876740597
18,-10,3.161,-0.00964812556394979,-118.838656314807
18,-10,3.162,-0.00965077020936798,-118.876435995888
18,-10,3.163,-0.00965341493770155,-118.914215783774
18,-10,3.164,-0.00965605974862717,-118.951995678402
18,-10,3.165,-0.00965870464182632,-118.989775679709
18,-10,3.166,-0.00966134961697569,-119.027555787631
18,-10,3.167,-0.00966399467375578,-119.065336002103
18,-10,3.168,-0.00966663981184231,-119.103116323061
18,-10,3.169,-0.00966928503091291,-119.140896750442
18,-10,3.17,-0.00967193033064133,-119.178677284182
18,-10,3.171,-0.00967457571070907,-119.216457924216
18,-10,3.172,-0.00967722117078798,-119.254238670481
18,-10,3.173,-0.00967986671056242,-119.292019522911
18,-10,3.174,-0.00968251232969556,-119.329800481443
18,-10,3.175,-0.00968515802787371,-119.367581546012
18,-10,3.176,-0.00968780380476772,-119.405362716554
18,-10,3.177,-0.00969044966005332,-119.443143993004
18,-10,3.178,-0.00969309559340521,-119.480925375298
18,-10,3.179,-0.00969574160449814,-119.518706863371
18,-10,3.18,-0.0096983876930049,-119.556488457159
18,-10,3.181,-0.00970103385860022,-119.594270156596
18,-10,3.182,-0.00970368010096075,-119.632051961619
18,-10,3.183,-0.00970632641975255,-119.669833872162
18,-10,3.184,-0.00970897281465612,-119.70761588816
18,-10,3.185,-0.00971161928533945,-119.745398009549
18,-10,3.186,-0.00971426583147725,-119.783180236263
18,-10,3.187,-0.00971691245274039,-119.820962568238
18,-10,3.188,-0.00971955914879973,-119.858745005408
18,-10,3.189,-0.00972220591933001,-119.896527547709
18,-10,3.19,-0.00972485276400111,-119.934310195074
18,-10,3.191,-0.00972749968248391,-119.97209294744
18,-10,3.192,-0.00973014667444733,-120.009875804739
18,-10,3.193,-0.00973279373956417,-120.047658766908
18,-10,3.194,-0.00973544087750143,-120.085441833881
18,-10,3.195,-0.00973808808793576,-120.123225005592
18,-10,3.196,-0.00974073537052934,-120.161008281975
18,-10,3.197,-0.00974338272495496,-120.198791662966
18,-10,3.198,-0.00974603015088347,-120.236575148498
18,-10,3.199,-0.00974867764797899,-120.274358738506
18,-10,3.2,-0.00975132521591333,-120.312142432924
18,-6,2.4,-0.00996822091616997,-113.21346095325
18,-6,2.401,-0.00997152398075525,-113.260843301272
18,-6,2.402,-0.0099748271036944,-113.308225833762
18,-6,2.403,-0.00997813028457526,-113.355608550638
18,-6,2.404,-0.00998143352298274,-113.402991451817
18,-6,2.405,-0.00998473681850467,-113.450374537219
18,-6,2.406,-0.00998804017072406,-113.497757806761
18,-6,2.407,-0.00999134357922775,-113.545141260361
18,-6,2.408,-0.00999464704359584,-113.592524897937
18,-6,2.409,-0.0099979505634123,-113.639908719406
18,-6,2.41,-0.0100012541382572,-113.687292724685
18,-6,2.411,-0.0100045577677126,-113.734676913692
18,-6,2.412,-0.0100078614513596,-113.782061286345
18,-6,2.413,-0.0100111651887772,-113.82944584256
18,-6,2.414,-0.0100144689795408,-113.876830582253
18,-6,2.415,-0.0100177728232333,-113.924215505343
18,-6,2.416,-0.010021076719429,-113.971600611745
18,-6,2.417,-0.0100243806677023,-114.018985901375
18,-6,2.418,-0.0100276846676313,-114.066371374151
18,-6,2.419,-0.0100309887187903,-114.113757029988
18,-6,2.42,-0.0100342928207536,-114.161142868803
18,-6,2.421,-0.0100375969730926,-114.208528890511
18,-6,2.422,-0.0100409011753805,-114.255915095029
18,-6,2.423,-0.0100442054271899,-114.303301482272
18,-6,2.424,-0.0100475097280902,-114.350688052155
18,-6,2.425,-0.0100508140776508,-114.398074804594
18,-6,2.426,-0.0100541184754421,-114.445461739504
18,-6,2.427,-0.0100574229210327,-114.4928488568
18,-6,2.428,-0.010060727413994,-114.540236156398
18,-6,2.429,-0.0100640319538866,-114.587623638212
18,-6,2.43,-0.0100673365402793,-114.635011302157
18,-6,2.431,-0.0100706411727393,-114.682399148148
18,-6,2.432,-0.0100739458508296,-114.729787176099
18,-6,2.433,-0.0100772505741156,-114.777175385924
18,-6,2.434,-0.0100805553421582,-114.824563777538
18,-6,2.435,-0.0100838601545219,-114.871952350855
18,-6,2.436,-0.0100871650107657,-114.919341105788
18,-6,2.437,-0.010090469910456,-114.966730042252
18,-6,2.438,-0.0100937748531508,-115.014119160159
18,-6,2.439,-0.010097079838406,-115.061508459425
18,-6,2.44,-0.0101003848657853,-115.108897939962
18,-6,2.441,-0.0101036899348426,-115.156287601683
18,-6,2.442,-0.0101069950451407,-115.203677444502
18,-6,2.443,-0.0101103001962287,-115.251067468331
18,-6,2.444,-0.0101136053876665,-115.298457673084
18,-6,2.445,-0.0101169106190109,-115.345848058673
18,-6,2.446,-0.010120215889815,-115.393238625011
18,-6,2.447,-0.0101235211996309,-115.44062937201
18,-6,2.448,-0.0101268265480146,-115.488020299583
18,-6,2.449,-0.0101301319345141,-115.535411407642
18,-6,2.45,-0.0101334373586854,-115.582802696099
18,-6,2.451,-0.010136742820073,-115.630194164866
18,-6,2.452,-0.0101400483182347,-115.677585813855
18,-6,2.453,-0.0101433538527137,-115.724977642977
18,-6,2.454,-0.0101466594230614,-115.772369652144
18,-6,2.455,-0.0101499650288229,-115.819761841268
18,-6,2.456,-0.0101532706695503,-115.86715421026
18,-6,2.457,-0.010156576344787,-115.91454675903
18,-6,2.458,-0.0101598820540764,-115.961939487491
18,-6,2.459,-0.0101631877969677,-116.009332395553
18,-6,2.46,-0.0101664935730023,-116.056725483126
18,-6,2.461,-0.0101697993817245,-116.104118750122
18,-6,2.462,-0.0101731052226778,-116.15151219645
18,-6,2.463,-0.0101764110954035,-116.198905822022
18,-6,2.464,-0.0101797169994421,-116.246299626748
18,-6,2.465,-0.010183022934339,-116.293693610537
18,-6,2.466,-0.010186328899626,-116.3410877733
18,-6,2.467,-0.0101896348948502,-116.388482114946
18,-6,2.468,-0.0101929409195434,-116.435876635386
18,-6,2.469,-0.010196246973251,-116.483271334528
18,-6,2.47,-0.0101995530555057,-116.530666212283
