"Freq [GHz]","dB(S(1,1)) []","ang_deg(S(1,1)) [deg]"
2.8815,-0.0224323848177993,142.054966226878
2.882,-0.0224295431827755,142.003627495666
2.8825,-0.0224267852240029,141.952397733157
2.883,-0.022424109190126,141.901275254253
2.8835,-0.0224215133746067,141.85025840782
2.884,-0.0224189961143396,141.799345575838
2.8845,-0.0224165557883625,141.748535172568
2.885,-0.0224141908165853,141.697825643756
2.8855,-0.0224118996585662,141.647215465852
2.886,-0.0224096808123346,141.596703145255
2.8865,-0.0224075328132666,141.54628721758
2.887,-0.0224054542329576,141.495966246949
2.8875,-0.0224034436781953,141.445738825294
2.888,-0.0224014997899058,141.395603571694
2.8885,-0.0223996212421789,141.345559131716
2.889,-0.0223978067413066,141.295604176787
2.8895,-0.0223960550248584,141.245737403578
2.89,-0.0223943648607863,141.195957533405
2.8905,-0.0223927350465604,141.146263311649
2.891,-0.0223911644083339,141.096653507194
2.8915,-0.0223896518001274,141.047126911878
2.892,-0.0223881961030595,140.997682339955
2.8925,-0.0223867962245754,140.948318627584
2.893,-0.022385451097727,140.899034632321
2.8935,-0.0223841596804566,140.849829232628
2.894,-0.0223829209549107,140.8007013274
2.8945,-0.0223817339267839,140.751649835496
2.895,-0.0223805976246675,140.702673695292
2.8955,-0.0223795110994287,140.653771864242
2.896,-0.022378473423612,140.604943318448
2.8965,-0.0223774836908457,140.556187052246
2.897,-0.0223765410152903,140.507502077801
2.8975,-0.0223756445310783,140.458887424711
2.898,-0.0223747933917876,140.41034213963
2.8985,-0.0223739867699315,140.361865285885
2.899,-0.0223732238564468,140.31345594312
2.8995,-0.022372503860224,140.265113206937
2.9,-0.0223718260076299,140.216836188554
